Gene > Primary DBID	Gene > Systematic Name	Gene > Standard Name	Gene > Qualifier	Gene > Chromosome > Identifier	Gene > Chromosome Location > Start	Gene > Chromosome Location > End	Gene > Chromosome Location > Strand	Gene > Overlapping Features > Primary DBID	Gene > Overlapping Features > Systematic Name	Gene > Overlapping Features > Standard Name	Gene > Overlapping Features > Qualifier	Gene > Overlapping Features > Chromosome Location > Start	Gene > Overlapping Features > Chromosome Location > End	Gene > Overlapping Features > Chromosome Location > Strand
S000005034	YNL090W	RHO2	Verified	chrXIV	456565	457143	1	S000005033	YNL089C	""	Dubious	456693	457169	-1
S000005041	YNL097C	PHO23	Verified	chrXIV	441366	442358	-1	S000028700	YNL097W-A	""	Dubious	441431	441586	1
S000005048	YNL104C	LEU4	Verified	chrXIV	424895	426754	-1	S000028701	YNL103W-A	""	Dubious	426719	426808	1
S000005049	YNL105W	RRT16	Dubious	chrXIV	424155	424583	1	S000005050	YNL106C	INP52	Verified	420944	424495	-1
S000005050	YNL106C	INP52	Verified	chrXIV	420944	424495	-1	S000005049	YNL105W	RRT16	Dubious	424155	424583	1
S000005052	YNL108C	""	Verified	chrXIV	419014	419826	-1	S000005053	YNL109W	""	Dubious	418964	419509	1
S000005053	YNL109W	""	Dubious	chrXIV	418964	419509	1	S000005052	YNL108C	""	Verified	419014	419826	-1
S000005057	YNL113W	RPC19	Verified	chrXIV	412771	413199	1	S000005058	YNL114C	""	Dubious	412684	413055	-1
S000005058	YNL114C	""	Dubious	chrXIV	412684	413055	-1	S000005057	YNL113W	RPC19	Verified	412771	413199	1
S000005063	YNL119W	NCS2	Verified	chrXIV	401040	402521	1	S000005064	YNL120C	""	Dubious	401033	401518	-1
S000005064	YNL120C	""	Dubious	chrXIV	401033	401518	-1	S000005063	YNL119W	NCS2	Verified	401040	402521	1
S000005083	YNL139C	THO2	Verified	chrXIV	360924	365717	-1	S000005084	YNL140C	""	Uncharacterized	360917	361486	-1
S000005084	YNL140C	""	Uncharacterized	chrXIV	360917	361486	-1	S000005083	YNL139C	THO2	Verified	360924	365717	-1
S000005088	YNL144C	""	Uncharacterized	chrXIV	352820	355042	-1	S000028702	YNL144W-A	""	Dubious	353061	353144	1
S000005093	YNL149C	PGA2	Verified	chrXIV	349367	349756	-1	S000005094	YNL150W	""	Dubious	349251	349658	1
S000005094	YNL150W	""	Dubious	chrXIV	349251	349658	1	S000005093	YNL149C	PGA2	Verified	349367	349756	-1
S000005113	YNL169C	PSD1	Verified	chrXIV	316169	317671	-1	S000005114	YNL170W	""	Dubious	315978	316373	1
S000005114	YNL170W	""	Dubious	chrXIV	315978	316373	1	S000005113	YNL169C	PSD1	Verified	316169	317671	-1
S000005114	YNL170W	""	Dubious	chrXIV	315978	316373	1	S000005115	YNL171C	""	Dubious	315629	315997	-1
S000005115	YNL171C	""	Dubious	chrXIV	315629	315997	-1	S000005114	YNL170W	""	Dubious	315978	316373	1
S000005115	YNL171C	""	Dubious	chrXIV	315629	315997	-1	S000005116	YNL172W	APC1	Verified	310636	315882	1
S000005116	YNL172W	APC1	Verified	chrXIV	310636	315882	1	S000005115	YNL171C	""	Dubious	315629	315997	-1
S000005118	YNL174W	""	Dubious	chrXIV	308074	308646	1	S000005119	YNL175C	NOP13	Verified	307401	308612	-1
S000005119	YNL175C	NOP13	Verified	chrXIV	307401	308612	-1	S000005118	YNL174W	""	Dubious	308074	308646	1
S000005128	YNL184C	""	Uncharacterized	chrXIV	292557	292883	-1	S000005129	YNL185C	MRPL19	Verified	292193	292669	-1
S000005129	YNL185C	MRPL19	Verified	chrXIV	292193	292669	-1	S000005128	YNL184C	""	Uncharacterized	292557	292883	-1
S000005142	YNL198C	""	Dubious	chrXIV	266514	266816	-1	S000005143	YNL199C	GCR2	Verified	264926	266530	-1
S000005143	YNL199C	GCR2	Verified	chrXIV	264926	266530	-1	S000005142	YNL198C	""	Dubious	266514	266816	-1
S000005146	YNL202W	SPS19	Verified	chrXIV	259578	260456	1	S000005147	YNL203C	""	Dubious	259439	260050	-1
S000005147	YNL203C	""	Dubious	chrXIV	259439	260050	-1	S000005146	YNL202W	SPS19	Verified	259578	260456	1
S000005148	YNL204C	SPS18	Verified	chrXIV	258375	259277	-1	S000005149	YNL205C	""	Dubious	258155	258577	-1
S000005149	YNL205C	""	Dubious	chrXIV	258155	258577	-1	S000005148	YNL204C	SPS18	Verified	258375	259277	-1
S000005149	YNL205C	""	Dubious	chrXIV	258155	258577	-1	S000005150	YNL206C	RTT106	Verified	256788	258155	-1
S000005150	YNL206C	RTT106	Verified	chrXIV	256788	258155	-1	S000005149	YNL205C	""	Dubious	258155	258577	-1
S000005170	YNL226W	""	Dubious	chrXIV	222239	222649	1	S000005171	YNL227C	JJJ1	Verified	220659	222431	-1
S000005171	YNL227C	JJJ1	Verified	chrXIV	220659	222431	-1	S000005170	YNL226W	""	Dubious	222239	222649	1
S000005171	YNL227C	JJJ1	Verified	chrXIV	220659	222431	-1	S000005172	YNL228W	""	Dubious	220645	221421	1
S000005172	YNL228W	""	Dubious	chrXIV	220645	221421	1	S000005171	YNL227C	JJJ1	Verified	220659	222431	-1
S000005179	YNL235C	""	Dubious	chrXIV	209548	209979	-1	S000005180	YNL236W	SIN4	Verified	206930	209854	1
S000005180	YNL236W	SIN4	Verified	chrXIV	206930	209854	1	S000005179	YNL235C	""	Dubious	209548	209979	-1
S000005189	YNL245C	CWC25	Verified	chrXIV	186346	186885	-1	S000005190	YNL246W	VPS75	Verified	185460	186349	1
S000005190	YNL246W	VPS75	Verified	chrXIV	185460	186349	1	S000005189	YNL245C	CWC25	Verified	186346	186885	-1
S000005209	YNL265C	IST1	Verified	chrXIV	144280	145281	-1	S000005210	YNL266W	""	Dubious	144245	144664	1
S000005210	YNL266W	""	Dubious	chrXIV	144245	144664	1	S000005209	YNL265C	IST1	Verified	144280	145281	-1
S000005220	YNL276C	""	Dubious	chrXIV	118431	118826	-1	S000005221	YNL277W	MET2	Verified	117349	118809	1
S000005221	YNL277W	MET2	Verified	chrXIV	117349	118809	1	S000005220	YNL276C	""	Dubious	118431	118826	-1
S000005229	YNL285W	""	Dubious	chrXIV	96173	96544	1	S000006591	tG(UCC)N	SUF6	""	96241	96312	-1
S000005240	YNL296W	""	Dubious	chrXIV	76273	76587	1	S000005241	YNL297C	MON2	Verified	71673	76583	-1
S000005241	YNL297C	MON2	Verified	chrXIV	71673	76583	-1	S000005240	YNL296W	""	Dubious	76273	76587	1
S000005247	YNL303W	""	Dubious	chrXIV	61510	61857	1	S000005248	YNL304W	YPT11	Verified	60297	61550	1
S000005248	YNL304W	YPT11	Verified	chrXIV	60297	61550	1	S000005247	YNL303W	""	Dubious	61510	61857	1
S000005262	YNL318C	HXT14	Verified	chrXIV	38707	40329	-1	S000005263	YNL319W	""	Dubious	38642	39082	1
S000005263	YNL319W	""	Dubious	chrXIV	38642	39082	1	S000005262	YNL318C	HXT14	Verified	38707	40329	-1
S000005268	YNL324W	""	Dubious	chrXIV	31050	31445	1	S000005269	YNL325C	FIG4	Verified	28739	31378	-1
S000005269	YNL325C	FIG4	Verified	chrXIV	28739	31378	-1	S000005268	YNL324W	""	Dubious	31050	31445	1
S000005283	YNL339C	YRF1-6	Verified	chrXIV	371	6098	-1	S000028703	YNL339W-A	""	Dubious	1517	2092	1
S000005283	YNL339C	YRF1-6	Verified	chrXIV	371	6098	-1	S000028704	YNL339W-B	""	Dubious	734	1216	1
S000005286	YNR003C	RPC34	Verified	chrXIV	634344	635297	-1	S000028705	YNR003W-A	""	Dubious	634420	634518	1
S000005288	YNR005C	""	Dubious	chrXIV	636931	637335	-1	S000005289	YNR006W	VPS27	Verified	636986	638854	1
S000005289	YNR006W	VPS27	Verified	chrXIV	636986	638854	1	S000005288	YNR005C	""	Dubious	636931	637335	-1
S000005307	YNR024W	MPP6	Verified	chrXIV	672409	672969	1	S000005308	YNR025C	""	Dubious	672702	673061	-1
S000005308	YNR025C	""	Dubious	chrXIV	672702	673061	-1	S000005307	YNR024W	MPP6	Verified	672409	672969	1
S000005324	YNR041C	COQ2	Verified	chrXIV	700541	701659	-1	S000005325	YNR042W	""	Dubious	701238	701666	1
S000005325	YNR042W	""	Dubious	chrXIV	701238	701666	1	S000005324	YNR041C	COQ2	Verified	700541	701659	-1
S000005336	YNR053C	NOG2	Verified	chrXIV	721120	723112	-1	S000029463	snR191	SNR191	""	721938	722211	-1
S000005395	YOL035C	""	Dubious	chrXV	258803	259105	-1	S000005396	YOL036W	""	Uncharacterized	256745	259030	1
S000005396	YOL036W	""	Uncharacterized	chrXV	256745	259030	1	S000005395	YOL035C	""	Dubious	258803	259105	-1
S000005396	YOL036W	""	Uncharacterized	chrXV	256745	259030	1	S000005397	YOL037C	""	Dubious	256666	257019	-1
S000005397	YOL037C	""	Dubious	chrXV	256666	257019	-1	S000005396	YOL036W	""	Uncharacterized	256745	259030	1
S000005405	YOL045W	PSK2	Verified	chrXV	243497	246802	1	S000005406	YOL046C	""	Dubious	243466	244140	-1
S000005406	YOL046C	""	Dubious	chrXV	243466	244140	-1	S000005405	YOL045W	PSK2	Verified	243497	246802	1
S000005410	YOL050C	""	Dubious	chrXV	237882	238202	-1	S000005411	YOL051W	GAL11	Verified	234940	238185	1
S000005411	YOL051W	GAL11	Verified	chrXV	234940	238185	1	S000005410	YOL050C	""	Dubious	237882	238202	-1
S000005439	YOL079W	""	Dubious	chrXV	181057	181455	1	S000005440	YOL080C	REX4	Verified	180558	181427	-1
S000005440	YOL080C	REX4	Verified	chrXV	180558	181427	-1	S000005439	YOL079W	""	Dubious	181057	181455	1
S000005443	YOL083W	ATG34	Verified	chrXV	165714	166952	1	S000028853	YOL083C-A	""	Dubious	166461	166601	-1
S000005445	YOL085C	""	Dubious	chrXV	161673	162014	-1	S000028708	YOL085W-A	""	Dubious	161579	161791	1
S000005459	YOL099C	""	Dubious	chrXV	132017	132508	-1	S000005460	YOL100W	PKH2	Verified	129237	132482	1
S000005460	YOL100W	PKH2	Verified	chrXV	129237	132482	1	S000005459	YOL099C	""	Dubious	132017	132508	-1
S000005493	YOL133W	HRT1	Verified	chrXV	70325	70690	1	S000005494	YOL134C	""	Dubious	70156	70545	-1
S000005494	YOL134C	""	Dubious	chrXV	70156	70545	-1	S000005493	YOL133W	HRT1	Verified	70325	70690	1
S000005510	YOL150C	""	Dubious	chrXV	44473	44784	-1	S000005511	YOL151W	GRE2	Verified	43694	44722	1
S000005511	YOL151W	GRE2	Verified	chrXV	43694	44722	1	S000005510	YOL150C	""	Dubious	44473	44784	-1
S000005538	YOR012W	""	Uncharacterized	chrXV	356543	356956	1	S000005539	YOR013W	IRC11	Dubious	356751	357221	1
S000005539	YOR013W	IRC11	Dubious	chrXV	356751	357221	1	S000005538	YOR012W	""	Uncharacterized	356543	356956	1
S000005567	YOR041C	""	Dubious	chrXV	408358	408789	-1	S000005568	YOR042W	CUE5	Verified	408425	409660	1
S000005568	YOR042W	CUE5	Verified	chrXV	408425	409660	1	S000005567	YOR041C	""	Dubious	408358	408789	-1
S000005579	YOR053W	""	Dubious	chrXV	427817	428158	1	S000005580	YOR054C	VHS3	Verified	427833	429857	-1
S000005580	YOR054C	VHS3	Verified	chrXV	427833	429857	-1	S000005579	YOR053W	""	Dubious	427817	428158	1
S000005580	YOR054C	VHS3	Verified	chrXV	427833	429857	-1	S000005581	YOR055W	""	Dubious	429478	429912	1
S000005581	YOR055W	""	Dubious	chrXV	429478	429912	1	S000005580	YOR054C	VHS3	Verified	427833	429857	-1
S000005594	YOR068C	VAM10	Verified	chrXV	453869	454213	-1	S000005595	YOR069W	VPS5	Verified	453768	455795	1
S000005595	YOR069W	VPS5	Verified	chrXV	453768	455795	1	S000005594	YOR068C	VAM10	Verified	453869	454213	-1
S000005598	YOR072W	""	Dubious	chrXV	461502	461816	1	S000028582	YOR072W-A	""	Dubious	461791	462039	1
S000005600	YOR074C	CDC21	Verified	chrXV	466675	467589	-1	S000028583	YOR073W-A	""	Dubious	467390	467623	1
S000005608	YOR082C	""	Dubious	chrXV	479296	479637	-1	S000005609	YOR083W	WHI5	Verified	479533	480420	1
S000005609	YOR083W	WHI5	Verified	chrXV	479533	480420	1	S000005608	YOR082C	""	Dubious	479296	479637	-1
S000005628	YOR102W	""	Dubious	chrXV	516423	516773	1	S000005629	YOR103C	OST2	Verified	516449	516841	-1
S000005629	YOR103C	OST2	Verified	chrXV	516449	516841	-1	S000005628	YOR102W	""	Dubious	516423	516773	1
S000005630	YOR104W	PIN2	Verified	chrXV	517642	518490	1	S000005631	YOR105W	""	Uncharacterized	518195	518521	1
S000005631	YOR105W	""	Uncharacterized	chrXV	518195	518521	1	S000005630	YOR104W	PIN2	Verified	517642	518490	1
S000005634	YOR108W	LEU9	Verified	chrXV	523027	524841	1	S000028711	YOR108C-A	""	Dubious	524605	524814	-1
S000005646	YOR120W	GCY1	Verified	chrXV	551114	552052	1	S000005647	YOR121C	""	Dubious	551798	552103	-1
S000005647	YOR121C	""	Dubious	chrXV	551798	552103	-1	S000005646	YOR120W	GCY1	Verified	551114	552052	1
S000005661	YOR135C	IRC14	Dubious	chrXV	580159	580500	-1	S000005662	YOR136W	IDH2	Verified	580250	581359	1
S000005662	YOR136W	IDH2	Verified	chrXV	580250	581359	1	S000005661	YOR135C	IRC14	Dubious	580159	580500	-1
S000005665	YOR139C	""	Dubious	chrXV	586950	587342	-1	S000005666	YOR140W	SFL1	Verified	586981	589281	1
S000005666	YOR140W	SFL1	Verified	chrXV	586981	589281	1	S000005665	YOR139C	""	Dubious	586950	587342	-1
S000005671	YOR145C	PNO1	Verified	chrXV	605347	606171	-1	S000005672	YOR146W	""	Dubious	605873	606178	1
S000005672	YOR146W	""	Dubious	chrXV	605873	606178	1	S000005671	YOR145C	PNO1	Verified	605347	606171	-1
S000005687	YOR161C	PNS1	Verified	chrXV	636939	638558	-1	S000028713	YOR161W-A	""	Dubious	637574	637654	1
S000005687	YOR161C	PNS1	Verified	chrXV	636939	638558	-1	S000028714	YOR161W-B	""	Dubious	637975	638235	1
S000005694	YOR168W	GLN4	Verified	chrXV	649303	651732	1	S000005695	YOR169C	""	Dubious	651376	651840	-1
S000005695	YOR169C	""	Dubious	chrXV	651376	651840	-1	S000005694	YOR168W	GLN4	Verified	649303	651732	1
S000005696	YOR170W	""	Dubious	chrXV	651858	652163	1	S000005697	YOR171C	LCB4	Verified	652010	653884	-1
S000005697	YOR171C	LCB4	Verified	chrXV	652010	653884	-1	S000005696	YOR170W	""	Dubious	651858	652163	1
S000005712	YOR186W	""	Uncharacterized	chrXV	683111	683545	1	S000028715	YOR186C-A	""	Dubious	683329	683538	-1
S000005725	YOR199W	""	Dubious	chrXV	720181	720510	1	S000005726	YOR200W	""	Dubious	720417	720815	1
S000005725	YOR199W	""	Dubious	chrXV	720181	720510	1	S000005727	YOR201C	MRM1	Verified	720470	721708	-1
S000005726	YOR200W	""	Dubious	chrXV	720417	720815	1	S000005725	YOR199W	""	Dubious	720181	720510	1
S000005726	YOR200W	""	Dubious	chrXV	720417	720815	1	S000005727	YOR201C	MRM1	Verified	720470	721708	-1
S000005727	YOR201C	MRM1	Verified	chrXV	720470	721708	-1	S000005725	YOR199W	""	Dubious	720181	720510	1
S000005727	YOR201C	MRM1	Verified	chrXV	720470	721708	-1	S000005726	YOR200W	""	Dubious	720417	720815	1
S000005728	YOR202W	HIS3	Verified	chrXV	721946	722608	1	S000005729	YOR203W	""	Dubious	722565	722918	1
S000005729	YOR203W	""	Dubious	chrXV	722565	722918	1	S000005728	YOR202W	HIS3	Verified	721946	722608	1
S000005729	YOR203W	""	Dubious	chrXV	722565	722918	1	S000005730	YOR204W	DED1	Verified	722911	724725	1
S000005730	YOR204W	DED1	Verified	chrXV	722911	724725	1	S000005729	YOR203W	""	Dubious	722565	722918	1
S000005743	YOR217W	RFC1	Verified	chrXV	749301	751886	1	S000005744	YOR218C	""	Dubious	751476	751895	-1
S000005744	YOR218C	""	Dubious	chrXV	751476	751895	-1	S000005743	YOR217W	RFC1	Verified	749301	751886	1
S000005751	YOR225W	""	Dubious	chrXV	761392	761721	1	S000005752	YOR226C	ISU2	Verified	761614	762084	-1
S000005752	YOR226C	ISU2	Verified	chrXV	761614	762084	-1	S000005751	YOR225W	""	Dubious	761392	761721	1
S000005757	YOR231W	MKK1	Verified	chrXV	772601	774127	1	S000028716	YOR231C-A	""	Dubious	773163	773363	-1
S000005761	YOR235W	IRC13	Dubious	chrXV	779870	780184	1	S000007294	snR17a	SNR17A	""	780107	780596	1
S000005773	YOR247W	SRL1	Verified	chrXV	797676	798308	1	S000005774	YOR248W	""	Dubious	798013	798315	1
S000005774	YOR248W	""	Dubious	chrXV	798013	798315	1	S000005773	YOR247W	SRL1	Verified	797676	798308	1
S000005789	YOR263C	""	Dubious	chrXV	818757	819164	-1	S000005790	YOR264W	DSE3	Verified	818866	820158	1
S000005790	YOR264W	DSE3	Verified	chrXV	818866	820158	1	S000005789	YOR263C	""	Dubious	818757	819164	-1
S000005802	YOR276W	CAF20	Verified	chrXV	841333	841818	1	S000005803	YOR277C	""	Dubious	841515	841823	-1
S000005803	YOR277C	""	Dubious	chrXV	841515	841823	-1	S000005802	YOR276W	CAF20	Verified	841333	841818	1
S000005807	YOR281C	PLP2	Verified	chrXV	846269	847129	-1	S000005808	YOR282W	""	Dubious	847000	847320	1
S000005808	YOR282W	""	Dubious	chrXV	847000	847320	1	S000005807	YOR281C	PLP2	Verified	846269	847129	-1
S000005825	YOR299W	BUD7	Verified	chrXV	878435	880675	1	S000005826	YOR300W	""	Dubious	880575	880883	1
S000005826	YOR300W	""	Dubious	chrXV	880575	880883	1	S000005825	YOR299W	BUD7	Verified	878435	880675	1
S000005836	YOR309C	""	Dubious	chrXV	896698	897078	-1	S000005837	YOR310C	NOP58	Verified	896825	898360	-1
S000005837	YOR310C	NOP58	Verified	chrXV	896825	898360	-1	S000005836	YOR309C	""	Dubious	896698	897078	-1
S000005851	YOR324C	FRT1	Verified	chrXV	923232	925040	-1	S000005852	YOR325W	""	Dubious	924577	925050	1
S000005852	YOR325W	""	Dubious	chrXV	924577	925050	1	S000005851	YOR324C	FRT1	Verified	923232	925040	-1
S000005856	YOR329C	SCD5	Verified	chrXV	936731	939349	-1	S000028585	YOR329W-A	""	Dubious	939348	939557	1
S000005858	YOR331C	""	Dubious	chrXV	943565	944122	-1	S000005859	YOR332W	VMA4	Verified	943656	944357	1
S000005859	YOR332W	VMA4	Verified	chrXV	943656	944357	1	S000005858	YOR331C	""	Dubious	943565	944122	-1
S000005860	YOR333C	""	Dubious	chrXV	944541	944957	-1	S000005861	YOR334W	MRS2	Verified	944596	946008	1
S000005861	YOR334W	MRS2	Verified	chrXV	944596	946008	1	S000005860	YOR333C	""	Dubious	944541	944957	-1
S000005862	YOR335C	ALA1	Verified	chrXV	946233	949109	-1	S000028717	YOR335W-A	""	Dubious	946568	946648	1
S000005872	YOR345C	""	Dubious	chrXV	981812	982162	-1	S000005873	YOR346W	REV1	Verified	981828	984785	1
S000005873	YOR346W	REV1	Verified	chrXV	981828	984785	1	S000005872	YOR345C	""	Dubious	981812	982162	-1
S000005891	YOR364W	""	Dubious	chrXV	1023371	1023739	1	S000005892	YOR365C	""	Uncharacterized	1023461	1025572	-1
S000005892	YOR365C	""	Uncharacterized	chrXV	1023461	1025572	-1	S000005891	YOR364W	""	Dubious	1023371	1023739	1
S000005892	YOR365C	""	Uncharacterized	chrXV	1023461	1025572	-1	S000005893	YOR366W	""	Dubious	1025256	1025609	1
S000005893	YOR366W	""	Dubious	chrXV	1025256	1025609	1	S000005892	YOR365C	""	Uncharacterized	1023461	1025572	-1
S000005905	YOR378W	AMF1	Verified	chrXV	1049511	1051058	1	S000005906	YOR379C	""	Dubious	1050726	1051064	-1
S000005906	YOR379C	""	Dubious	chrXV	1050726	1051064	-1	S000005905	YOR378W	AMF1	Verified	1049511	1051058	1
S000005938	YPL017C	IRC15	Verified	chrXVI	518734	520233	-1	S000005939	YPL018W	CTF19	Verified	517651	518760	1
S000005939	YPL018W	CTF19	Verified	chrXVI	517651	518760	1	S000005938	YPL017C	IRC15	Verified	518734	520233	-1
S000005955	YPL034W	""	Uncharacterized	chrXVI	486712	487209	1	S000005956	YPL035C	""	Dubious	486564	486911	-1
S000005956	YPL035C	""	Dubious	chrXVI	486564	486911	-1	S000005955	YPL034W	""	Uncharacterized	486712	487209	1
S000005964	YPL043W	NOP4	Verified	chrXVI	469939	471996	1	S000005965	YPL044C	""	Dubious	469926	470474	-1
S000005965	YPL044C	""	Dubious	chrXVI	469926	470474	-1	S000005964	YPL043W	NOP4	Verified	469939	471996	1
S000005993	YPL072W	UBP16	Verified	chrXVI	418512	420011	1	S000005994	YPL073C	""	Dubious	418499	418984	-1
S000005994	YPL073C	""	Dubious	chrXVI	418499	418984	-1	S000005993	YPL072W	UBP16	Verified	418512	420011	1
S000006022	YPL101W	ELP4	Verified	chrXVI	360209	361579	1	S000006023	YPL102C	""	Dubious	360003	360305	-1
S000006023	YPL102C	""	Dubious	chrXVI	360003	360305	-1	S000006022	YPL101W	ELP4	Verified	360209	361579	1
S000006034	YPL113C	""	Verified	chrXVI	335953	337143	-1	S000006035	YPL114W	""	Dubious	335948	336367	1
S000006035	YPL114W	""	Dubious	chrXVI	335948	336367	1	S000006034	YPL113C	""	Verified	335953	337143	-1
S000006056	YPL135W	ISU1	Verified	chrXVI	297553	298050	1	S000028720	YPL135C-A	""	Dubious	297678	297851	-1
S000006057	YPL136W	""	Dubious	chrXVI	296286	296654	1	S000006058	YPL137C	GIP3	Verified	292817	296647	-1
S000006058	YPL137C	GIP3	Verified	chrXVI	292817	296647	-1	S000006057	YPL136W	""	Dubious	296286	296654	1
S000006063	YPL142C	""	Dubious	chrXVI	282686	283003	-1	S000006064	YPL143W	RPL33A	Verified	282122	282970	1
S000006064	YPL143W	RPL33A	Verified	chrXVI	282122	282970	1	S000006063	YPL142C	""	Dubious	282686	283003	-1
S000006086	YPL165C	SET6	Verified	chrXVI	237956	239077	-1	S000006087	YPL166W	ATG29	Verified	237338	237979	1
S000006087	YPL166W	ATG29	Verified	chrXVI	237338	237979	1	S000006086	YPL165C	SET6	Verified	237956	239077	-1
S000006102	YPL181W	CTI6	Verified	chrXVI	203421	204941	1	S000006103	YPL182C	""	Dubious	203306	203689	-1
S000006103	YPL182C	""	Dubious	chrXVI	203306	203689	-1	S000006102	YPL181W	CTI6	Verified	203421	204941	1
S000006106	YPL185W	""	Dubious	chrXVI	195253	195648	1	S000006107	YPL186C	UIP4	Verified	194512	195426	-1
S000006107	YPL186C	UIP4	Verified	chrXVI	194512	195426	-1	S000006106	YPL185W	""	Dubious	195253	195648	1
S000006118	YPL197C	""	Dubious	chrXVI	174343	174756	-1	S000006119	YPL198W	RPL7B	Verified	173152	174702	1
S000006119	YPL198W	RPL7B	Verified	chrXVI	173152	174702	1	S000006118	YPL197C	""	Dubious	174343	174756	-1
S000006119	YPL198W	RPL7B	Verified	chrXVI	173152	174702	1	S000006450	snR59	SNR59	""	173827	173904	1
S000006143	YPL222W	FMP40	Uncharacterized	chrXVI	130162	132228	1	S000028722	YPL222C-A	""	Dubious	131870	132115	-1
S000006158	YPL237W	SUI3	Verified	chrXVI	100496	101353	1	S000006159	YPL238C	""	Dubious	100474	100863	-1
S000006159	YPL238C	""	Dubious	chrXVI	100474	100863	-1	S000006158	YPL237W	SUI3	Verified	100496	101353	1
S000006172	YPL251W	""	Dubious	chrXVI	73625	73927	1	S000006173	YPL252C	YAH1	Verified	73363	73881	-1
S000006173	YPL252C	YAH1	Verified	chrXVI	73363	73881	-1	S000006172	YPL251W	""	Dubious	73625	73927	1
S000006181	YPL260W	""	Verified	chrXVI	49303	50958	1	S000006182	YPL261C	""	Dubious	48996	49304	-1
S000006182	YPL261C	""	Dubious	chrXVI	48996	49304	-1	S000006181	YPL260W	""	Verified	49303	50958	1
S000006196	YPL275W	FDH2	""	chrXVI	18369	19079	1	S000006197	YPL276W	""	""	17948	18385	1
S000006197	YPL276W	""	""	chrXVI	17948	18385	1	S000006196	YPL275W	FDH2	""	18369	19079	1
S000006204	YPL283C	YRF1-7	Verified	chrXVI	280	6007	-1	S000028723	YPL283W-A	""	Dubious	1426	2001	1
S000006204	YPL283C	YRF1-7	Verified	chrXVI	280	6007	-1	S000028724	YPL283W-B	""	Dubious	643	1125	1
S000006241	YPR037C	ERV2	Verified	chrXVI	646448	647038	-1	S000006242	YPR038W	IRC16	Dubious	646836	647195	1
S000006241	YPR037C	ERV2	Verified	chrXVI	646448	647038	-1	S000006243	YPR039W	""	Dubious	647012	647347	1
S000006242	YPR038W	IRC16	Dubious	chrXVI	646836	647195	1	S000006241	YPR037C	ERV2	Verified	646448	647038	-1
S000006242	YPR038W	IRC16	Dubious	chrXVI	646836	647195	1	S000006243	YPR039W	""	Dubious	647012	647347	1
S000006243	YPR039W	""	Dubious	chrXVI	647012	647347	1	S000006241	YPR037C	ERV2	Verified	646448	647038	-1
S000006243	YPR039W	""	Dubious	chrXVI	647012	647347	1	S000006242	YPR038W	IRC16	Dubious	646836	647195	1
S000006243	YPR039W	""	Dubious	chrXVI	647012	647347	1	S000006244	YPR040W	TIP41	Verified	647305	648375	1
S000006244	YPR040W	TIP41	Verified	chrXVI	647305	648375	1	S000006243	YPR039W	""	Dubious	647012	647347	1
S000006247	YPR043W	RPL43A	Verified	chrXVI	654166	654847	1	S000006248	YPR044C	OPI11	Dubious	654524	654877	-1
S000006248	YPR044C	OPI11	Dubious	chrXVI	654524	654877	-1	S000006247	YPR043W	RPL43A	Verified	654166	654847	1
S000006254	YPR050C	""	Dubious	chrXVI	664953	665366	-1	S000006255	YPR051W	MAK3	Verified	664960	665490	1
S000006255	YPR051W	MAK3	Verified	chrXVI	664960	665490	1	S000006254	YPR050C	""	Dubious	664953	665366	-1
S000006256	YPR052C	NHP6A	Verified	chrXVI	665693	665974	-1	S000006257	YPR053C	""	Dubious	665788	666243	-1
S000006257	YPR053C	""	Dubious	chrXVI	665788	666243	-1	S000006256	YPR052C	NHP6A	Verified	665693	665974	-1
S000006262	YPR058W	YMC1	Verified	chrXVI	673751	674674	1	S000006263	YPR059C	""	Dubious	674314	674700	-1
S000006263	YPR059C	""	Dubious	chrXVI	674314	674700	-1	S000006262	YPR058W	YMC1	Verified	673751	674674	1
S000006279	YPR075C	OPY2	Verified	chrXVI	695737	696819	-1	S000006280	YPR076W	""	Dubious	696476	696850	1
S000006280	YPR076W	""	Dubious	chrXVI	696476	696850	1	S000006279	YPR075C	OPY2	Verified	695737	696819	-1
S000006281	YPR077C	""	Dubious	chrXVI	697131	697502	-1	S000006282	YPR078C	""	Uncharacterized	697147	698265	-1
S000006282	YPR078C	""	Uncharacterized	chrXVI	697147	698265	-1	S000006281	YPR077C	""	Dubious	697131	697502	-1
S000006291	YPR087W	VPS69	Dubious	chrXVI	711354	711674	1	S000006292	YPR088C	SRP54	Verified	711403	713028	-1
S000006292	YPR088C	SRP54	Verified	chrXVI	711403	713028	-1	S000006291	YPR087W	VPS69	Dubious	711354	711674	1
S000006295	YPR091C	NVJ2	Verified	chrXVI	716156	718468	-1	S000006296	YPR092W	""	Dubious	718379	718684	1
S000006296	YPR092W	""	Dubious	chrXVI	718379	718684	1	S000006295	YPR091C	NVJ2	Verified	716156	718468	-1
S000006303	YPR099C	""	Dubious	chrXVI	729757	730113	-1	S000006304	YPR100W	MRPL51	Verified	729791	730213	1
S000006304	YPR100W	MRPL51	Verified	chrXVI	729791	730213	1	S000006303	YPR099C	""	Dubious	729757	730113	-1
S000006327	YPR123C	""	Dubious	chrXVI	786141	786575	-1	S000006328	YPR124W	CTR1	Verified	786208	787428	1
